scode,hycode,companycode,sname,publishname,reporttimetypecode,combinetypecode,dataajusttype,mkt,noticedate,reportdate,parentnetprofit,totaloperatereve,totaloperateexp,totaloperateexp_tb,operateexp,operateexp_tb,saleexp,manageexp,financeexp,operateprofit,sumprofit,incometax,operatereve,intnreve,intnreve_tb,commnreve,commnreve_tb,operatetax,operatemanageexp,commreve_commexp,intreve_intexp,premiumearned,premiumearned_tb,investincome,surrenderpremium,indemnityexp,tystz,yltz,sjltz,kcfjcxsyjlr,sjlktz,eutime,yyzc
600436,016024,10001278,片仔癀,医药制造,001,001,2,shzb,2009-03-27T00:00:00,2007-12-31T00:00:00,95188986.37,593069218.79,465878230.89,0.124608651151327,375030152.03,0.110693693680669,45100287.49,39009137.54,1783333.58,147153976.42,148192474.37,51792183.44,-,-,-,-,-,4127401.07,-,-,-,-,-,-,-,-,0.117934,0.171673,0.188936,85125298.12,0.1383113021,2014/1/22 19:23:51,375030152.03
600170,016005,10000133,上海建工,工程建设,001,001,2,shzb,2009-03-27T00:00:00,2007-12-31T00:00:00,300839549.0,25220940513.0,25062217895.0,0.202579049806744,23870772835.0,0.208384334800965,-,472396159.0,2552694.0,259772263.0,339465725.0,38101173.0,-,-,-,-,-,720681127.0,-,-,-,-,-,-,-,-,0.189745,0.042804,0.17264,195455750.0,-0.0315138351,2014/1/22 19:23:47,23870772835.0
002269,016010,80121959,美邦服饰,纺织服装,001,001,2,zxb,2009-03-27T00:00:00,2007-12-31T00:00:00,363991332.0,3156516825.0,2727921963.0,0.441241516878808,1930475321.0,0.355417188599938,602888915.0,154974904.0,22462980.0,428594862.0,432519295.0,68869994.0,-,-,-,-,-,14393453.0,-,-,-,-,-,-,-,-,0.591236,3.71342,4.365053,277258946.0,1.8065330459,2014/1/22 19:23:54,1930475321.0
600006,016035,10000006,东风汽车,汽车行业,001,001,2,shzb,2009-03-27T00:00:00,2007-12-31T00:00:00,479010536.6,10829217523.6,10667921854.01,0.0619816709640219,9300804752.84,0.0457000669509588,691029166.02,470951362.32,-30177305.22,606458636.7,613334028.11,41391945.09,-,-,-,-,-,200684899.88,-,-,-,-,-,-,-,-,0.26547,0.085606,0.006211,353224491.03,0.3419327615,2014/1/22 19:23:48,9300804752.84
600789,016024,10000738,鲁抗医药,医药制造,001,001,2,shzb,2009-03-27T00:00:00,2007-12-31T00:00:00,21626861.16,1575488246.52,1560517862.41,0.22908956518308,1262571306.4,0.223233193886462,126268866.45,93393172.73,38855856.73,21947880.25,22834356.14,-498645.83,-,-,-,-,-,9069899.85,-,-,-,-,-,-,-,-,0.248749,1.288417,1.269177,24035307.12,1.2827249239,2014/1/22 19:23:47,1262571306.4
600658,016017,10000465,电子城,房地产,001,001,2,shzb,2009-03-27T00:00:00,2007-12-31T00:00:00,5762992.98,414184412.05,420896392.73,-0.251922152107551,340187971.09,-0.254616679627249,23912430.39,43052565.45,7969868.86,2702990.84,8027603.67,660325.75,-,-,-,-,-,2773094.52,-,-,-,-,-,-,-,-,-0.174869,1.044241,1.098149,86540233.92,0.8017973687,2014/1/22 19:23:54,340187971.09
600219,016032,10000177,南山铝业,有色金属,001,001,2,shzb,2009-03-27T00:00:00,2007-12-31T00:00:00,1148989052.78,6571795414.38,4962329406.86,1.42395402830873,4709749495.02,1.45862132971315,101640532.14,58014012.55,40555075.68,1609466007.52,1595283165.87,237888983.22,-,-,-,-,-,41514955.46,-,-,-,-,-,-,-,-,1.814379,4.590867,5.435889,1158491556.69,5.2494206398,2014/1/22 19:23:48,4709749495.02
002030,016024,10001420,达安基因,医药制造,001,001,2,zxb,2009-03-27T00:00:00,2007-12-31T00:00:00,35036366.91,207275582.57,168868352.52,0.232448977041266,83125693.77,0.126458834831416,37197594.72,40396799.58,2372092.63,39677560.48,42958307.63,8754056.21,-,-,-,-,-,3754202.33,-,-,-,-,-,-,-,-,0.200486,0.135337,0.219001,29993451.56,0.530264441,2014/1/22 20:04:03,83125693.77
000709,016033,10001026,河钢股份,钢铁行业,001,001,2,szzb,2009-03-27T00:00:00,2007-12-31T00:00:00,2144943803.8,41792335168.68,38732625658.21,0.37300218836241,36967333337.97,0.382231237353713,113336907.87,1058479196.62,463174280.96,3051498248.71,3164625965.99,738575055.29,-,-,-,-,-,144688282.35,-,-,-,-,-,-,-,-,0.38452,0.536757,0.509198,3605864405.86,0.4252901104,2014/1/22 19:23:50,36967333337.97
600707,016022,10000514,彩虹股份,电子元件,001,001,2,shzb,2009-03-27T00:00:00,2007-12-31T00:00:00,-28433627.98,1705696095.72,1760035875.07,-0.117788624963679,1615891926.49,-0.129955543689401,75909007.24,36753935.6,19948968.22,-28948650.49,-27201834.79,284285.63,-,-,-,-,-,2232631.05,-,-,-,-,-,-,-,-,-0.174812,-2.877368,-2.839926,-58353331.28,-9.4089778417,2014/1/22 19:23:51,1615891926.49
600497,016032,10001357,驰宏锌锗,有色金属,001,001,2,shzb,2009-03-27T00:00:00,2007-12-31T00:00:00,1317117974.88,6110667512.46,4586483431.58,0.354075349742155,3991704016.31,0.337381473425375,115567883.6,260808322.04,80905177.06,1524351890.14,1508501427.27,193119386.1,-,-,-,-,-,48555010.7,-,-,-,-,-,-,-,-,0.357287,0.361731,0.263319,1273940160.64,0.3758421723,2014/1/22 19:23:47,3991704016.31
002200,016046,80088507,云投生态,园林工程,001,001,2,zxb,2009-03-27T00:00:00,2007-12-31T00:00:00,64414729.25,257465463.96,196237132.14,0.368274624314272,166249610.44,0.362298105691882,10096990.58,9854591.84,7357923.66,61228331.82,65691341.55,1280360.55,-,-,-,-,-,866392.2,-,-,-,-,-,-,-,-,0.351209,0.299258,0.369439,60620874.58,0.3044756273,2014/1/22 19:23:50,166249610.44
600008,016006,10000008,首创股份,公用事业,001,001,2,shzb,2009-03-27T00:00:00,2007-12-31T00:00:00,513204966.29,1410654119.3,1240531520.66,0.222751147760788,796642439.98,0.178610450413008,30296737.63,278613877.88,119903293.91,385100401.62,681104083.31,57878318.5,-,-,-,-,-,10010132.32,-,-,-,-,-,-,-,-,0.172456,0.58048,0.129328,389117903.29,6.270513101,2014/1/22 19:23:48,796642439.98
600071,016021,10000044,凤凰光学,仪器仪表,001,001,2,shzb,2009-03-27T00:00:00,2007-12-31T00:00:00,38233560.6,1040285584.78,946797210.4,0.244140863739116,839576484.02,0.272100999808974,16900064.14,57380851.56,15328393.8,90780764.23,91237024.81,11581448.13,-,-,-,-,-,760809.66,-,-,-,-,-,-,-,-,0.224275,0.086297,0.119742,38225327.24,0.1825696116,2014/1/22 19:23:50,839576484.02
600978,016030,10001427,宜华生活,木业家具,001,001,2,shzb,2009-03-27T00:00:00,2007-12-31T00:00:00,284526282.29,2002301702.28,1674909900.93,0.751219497181078,1457144120.52,0.737162227335358,70099075.04,45177169.07,87725369.02,327391801.35,319295338.72,34517197.66,-,-,-,-,-,736002.48,-,-,-,-,-,-,-,-,0.730182,0.630003,0.64174,292644746.82,0.6623932911,2014/1/22 19:23:47,1457144120.52
000868,016035,10001143,安凯客车,汽车行业,001,001,2,szzb,2009-03-27T00:00:00,2007-12-31T00:00:00,23662864.17,2078439546.23,2064980535.26,0.787088989640988,1843235990.85,1.02771166030817,109886866.46,89886130.92,9785248.03,32451512.95,41690808.28,12832863.49,-,-,-,-,-,3451784.58,-,-,-,-,-,-,-,-,0.141808,1.187174,1.196681,5894684.29,1.0960170851,2014/1/22 19:23:50,1843235990.85
600479,016024,10001335,千金药业,医药制造,001,001,2,shzb,2009-03-27T00:00:00,2007-12-31T00:00:00,173619322.42,679777224.92,613270185.42,0.121491552301639,322306153.13,0.0384754018224155,221324662.76,54291791.28,724107.09,198890566.87,197873846.05,21278873.36,-,-,-,-,-,7280214.15,-,-,-,-,-,-,-,-,0.124567,0.854932,0.914526,59965545.23,2.5621612779,2014/1/22 19:23:54,322306153.13
600298,016012,10000242,安琪酵母,食品饮料,001,001,2,shzb,2009-03-27T00:00:00,2007-12-31T00:00:00,90671341.83,1060786538.12,949224550.22,0.249026981262981,738059240.24,0.290527919648254,131318023.63,57300051.65,22151262.93,116589783.86,133336315.28,11944111.54,-,-,-,-,-,8099587.63,-,-,-,-,-,-,-,-,0.216977,0.019785,0.147207,78292676.26,0.1421969672,2014/1/22 19:23:47,738059240.24
002247,016039,80114925,聚力文化,文化传媒,001,001,2,zxb,2009-03-26T00:00:00,2007-12-31T00:00:00,38912222.12,197406704.01,164760237.41,0.186541515246185,144288077.05,0.18665881946285,8797634.92,10413400.87,90560.99,32646466.6,39421514.06,509291.94,-,-,-,-,-,1302902.79,-,-,-,-,-,-,-,-,0.231452,0.52223,0.653773,36790947.66,0.6082321037,2014/1/22 19:23:54,144288077.05
000911,016012,10001175,南宁糖业,食品饮料,001,001,2,szzb,2009-03-26T00:00:00,2007-12-31T00:00:00,129835994.89,3135942466.92,2993381189.25,0.165088089701348,2541256548.43,0.155768820570533,43120055.84,261589748.24,110511475.22,142953844.65,151753239.45,21847603.17,-,-,-,-,-,22477961.04,-,-,-,-,-,-,-,-,0.126875,-0.322737,-0.346784,123105230.18,-0.3131474337,2014/1/22 19:22:18,2541256548.43
000792,016041,10001089,盐湖股份,化工行业,001,001,2,szzb,2009-03-26T00:00:00,2007-12-31T00:00:00,1006432299.22,3109373717.78,1328303662.95,0.0576102169760463,914266239.74,0.0886829962515937,67036164.21,134506764.41,79282611.69,1781070054.83,2068115853.23,310875898.53,-,-,-,-,-,123651156.73,-,-,-,-,-,-,-,-,0.197593,0.305116,0.215066,1012662602.94,0.2187505201,2014/1/22 19:55:38,914266239.74
002031,016035,10001424,巨轮智能,汽车行业,001,001,2,zxb,2009-03-26T00:00:00,2007-12-31T00:00:00,87597784.0,315698755.94,250203142.14,0.242908826815209,178409418.5,0.238403951604806,6528337.03,39217955.65,22199159.03,65495613.8,94632332.99,7043270.3,-,-,-,-,-,2506894.14,-,-,-,-,-,-,-,-,0.202333,0.069014,0.308633,79121223.79,0.2570141211,2014/1/22 19:23:54,178409418.5
600779,016031,10000728,水井坊,酿酒行业,001,001,2,shzb,2009-03-26T00:00:00,2007-12-31T00:00:00,201239979.12,1003947466.39,584271968.15,-0.00197567818927034,255109791.73,0.0922657125343771,146969070.24,79837980.46,1745400.61,431710217.69,431801833.34,227897325.7,-,-,-,-,-,101000296.94,-,-,-,-,-,-,-,-,0.246942,0.898128,0.978918,193412141.86,1.2009289943,2014/1/22 19:23:53,255109791.73
600853,016005,10000802,龙建股份,工程建设,001,001,2,shzb,2009-03-26T00:00:00,2007-12-31T00:00:00,11932095.21,2175189069.66,2158290550.55,-0.0878735210252435,1949453623.54,-0.0911144961911734,7248191.25,114705337.61,15641488.47,16898519.11,19446555.35,8290772.35,-,-,-,-,-,68487564.09,-,-,-,-,-,-,-,-,-0.135189,-0.43615,-0.32456,10355881.04,-0.3030902584,2014/1/22 19:23:54,1949453623.54
000679,016036,10000999,大连友谊,商业百货,001,001,2,szzb,2009-03-26T00:00:00,2007-12-31T00:00:00,30787429.53,1606572074.77,1541694108.16,0.0151376572523925,1162225275.8,0.0319743400576626,131167461.44,187704705.97,18527824.85,72741161.56,72799051.33,33221462.85,-,-,-,-,-,22445743.82,-,-,-,-,-,-,-,-,0.004581,-0.088404,1.073466,21668850.28,-0.4473374808,2014/1/22 19:22:18,1162225275.8
601857,016023,80010371,中国石油,石油行业,001,001,2,shzb,2009-03-26T00:00:00,2007-12-31T00:00:00,145867000000.0,836353000000.0,636862000000.0,0.278847061327679,479464000000.0,0.322331007474006,41345000000.0,46379000000.0,2658000000.0,206019000000.0,204182000000.0,49871000000.0,-,-,-,-,-,68758000000.0,-,-,-,-,-,-,-,-,0.211994,0.008491,-0.012149,140456000000.0,-0.0162861503,2018/7/17 15:21:47,479464000000.0
600212,016042,10000171,江泉实业,综合行业,001,001,2,shzb,2009-03-26T00:00:00,2007-12-31T00:00:00,-383118960.62,916277643.35,1181674130.55,0.14862966924982,1114865669.73,0.210877590292013,11746537.84,16456288.64,31041991.71,-265396487.2,-410973453.3,-4840441.44,-,-,-,-,-,6622098.8,-,-,-,-,-,-,-,-,-0.074642,-5.878928,-11.290516,-245218094.04,-5.2627957611,2014/1/22 19:23:51,1114865669.73
